Código Projeto,Setor,Valor Orçado,Valor Negociado,Desconto Concedido,Data Ativação Lead,Data Início,Data Termino,Cod Responsavel,Status
PA-2223,TI,R$ 15600.00,R$ 15600.00,R$ 0.00,7.2.2019,,,8,Em negociação
PA-2224,Logística,R$ 25800.00,R$ 23200.00,R$ 2600.00,8.2.2019,,,7,Em negociação
PA-2225,Produção,R$ 12600.00,R$ 11300.00,R$ 1300.00,8.2.2019,,,9,Em negociação
PA-2226,Marketing,R$ 11500.00,R$ 10400.00,R$ 1100.00,8.2.2019,12.3.2019,30.5.2019,1,Finalizado
PA-2227,TI,R$ 17100.00,R$ 12000.00,R$ 5100.00,9.2.2019,,,4,Prospecção
PA-2228,TI,R$ 28500.00,R$ 28500.00,R$ 0.00,9.2.2019,23.3.2019,,3,Em andamento
PA-2229,TI,R$ 24500.00,R$ 17200.00,R$ 7300.00,9.2.2019,,,9,Em negociação
PA-2230,TI,R$ 21400.00,R$ 21400.00,R$ 0.00,10.2.2019,,,3,Em negociação
PA-2231,TI,R$ 25600.00,R$ 25600.00,R$ 0.00,10.2.2019,,,5,Aguardando NF
PA-2232,Financeiro,R$ 10300.00,R$ 7200.00,R$ 3100.00,11.2.2019,,,7,Em negociação
PA-2233,Financeiro,R$ 9200.00,R$ 7400.00,R$ 1800.00,12.2.2019,,,6,Prospecção
PA-2234,TI,R$ 24200.00,R$ 16900.00,R$ 7300.00,13.2.2019,,,4,Prospecção
PA-2235,RH,R$ 27600.00,R$ 27600.00,R$ 0.00,13.2.2019,,,3,Aguardando NF
PA-2236,Compras,R$ 7800.00,R$ 6200.00,R$ 1600.00,14.2.2019,,,7,Prospecção
PA-2237,Marketing,R$ 17200.00,R$ 17200.00,R$ 0.00,15.2.2019,,,7,Prospecção
PA-2238,Compras,R$ 7700.00,R$ 7700.00,R$ 0.00,16.2.2019,,,9,Em negociação
PA-2239,TI,R$ 33700.00,R$ 33700.00,R$ 0.00,16.2.2019,,,7,Em negociação
PA-2240,Logística,R$ 19900.00,R$ 19900.00,R$ 0.00,16.2.2019,,,1,Prospecção
PA-2241,ti,R$ 7200.00,R$ 7200.00,R$ 0.00,16.2.2019,,,3,Em negociação
PA-2242,Comercial,R$ 16400.00,R$ 16400.00,R$ 0.00,16.2.2019,,,10,Prospecção
PA-2243,TI,R$ 27500.00,R$ 27500.00,R$ 0.00,16.2.2019,,,1,Em negociação
PA-2244,Produção,R$ 15400.00,R$ 10800.00,R$ 4600.00,17.2.2019,,,1,Prospecção
PA-2245,Marketing,R$ 21300.00,R$ 21300.00,R$ 0.00,18.2.2019,,,3,Em negociação
PA-2246,Marketing,R$ 7600.00,R$ 7600.00,R$ 0.00,19.2.2019,,,1,Em negociação
PA-2247,TI,R$ 12800.00,R$ 12800.00,R$ 0.00,20.2.2019,,,10,Prospecção
PA-2248,Comercial,R$ 10500.00,R$ 10500.00,R$ 0.00,20.2.2019,,,9,Aguardando NF
PA-2249,RH,R$ 30100.00,R$ 24100.00,R$ 6000.00,21.2.2019,13.4.2019,,8,Em andamento
PA-2250,Marketing,R$ 24400.00,R$ 24400.00,R$ 0.00,21.2.2019,,,9,Prospecção
PA-2251,MARKETING,R$ 32600.00,R$ 32600.00,R$ 0.00,22.2.2019,,,6,AGUARDANDO NF
PA-2252,Comercial,R$ 24600.00,R$ 22100.00,R$ 2500.00,23.2.2019,9.4.2019,,2,Em andamento
PA-2253,Comercial,R$ 3400.00,R$ 3100.00,R$ 300.00,23.2.2019,,,5,Prospecção
PA-2254,Comercial,R$ 22400.00,R$ 22400.00,R$ 0.00,23.2.2019,,,7,Prospecção
PA-2255,Marketing,R$ 8800.00,R$ 8800.00,R$ 0.00,23.2.2019,,,10,Prospecção
PA-2256,Produção,R$ 27100.00,R$ 19000.00,R$ 8100.00,24.2.2019,,,1,Prospecção
PA-2257,Marketing,R$ 37400.00,R$ 29900.00,R$ 7500.00,24.2.2019,,,2,Prospecção
PA-2258,TI,R$ 28400.00,R$ 25600.00,R$ 2800.00,25.2.2019,,,1,Prospecção
PA-2259,TI,R$ 28200.00,R$ 22600.00,R$ 5600.00,26.2.2019,,,10,Aguardando NF
PA-2260,Comercial,R$ 20800.00,R$ 20800.00,R$ 0.00,26.2.2019,,,5,Em negociação
PA-2261,TI,R$ 12800.00,R$ 12800.00,R$ 0.00,26.2.2019,,,4,Em negociação
PA-2262,Comercial,R$ 36900.00,R$ 36900.00,R$ 0.00,27.2.2019,,,5,Prospecção
PA-2263,Financeiro,R$ 7900.00,R$ 7900.00,R$ 0.00,28.2.2019,,,7,Prospecção
PA-2264,RH,R$ 15800.00,R$ 15800.00,R$ 0.00,1.3.2019,,,4,Em negociação
PA-2265,Marketing,R$ 20800.00,R$ 20800.00,R$ 0.00,2.3.2019,,,1,Aguardando NF
PA-2266,Logística,R$ 25400.00,R$ 25400.00,R$ 0.00,3.3.2019,,,9,Prospecção
PA-2267,Logística,R$ 24500.00,R$ 22100.00,R$ 2400.00,3.3.2019,,,5,Prospecção
PA-2268,Comercial,R$ 22300.00,R$ 17800.00,R$ 4500.00,4.3.2019,,,10,Prospecção
PA-2269,Marketing,R$ 38000.00,R$ 38000.00,R$ 0.00,5.3.2019,,,1,Aguardando NF
PA-2270,Comercial,R$ 31700.00,R$ 28500.00,R$ 3200.00,6.3.2019,3.5.2019,8.7.2019,8,Finalizado
PA-2271,Produção,R$ 24400.00,R$ 22000.00,R$ 2400.00,7.3.2019,9.5.2019,,9,Em andamento
PA-2272,Logística,R$ 24900.00,R$ 24900.00,R$ 0.00,8.3.2019,,,1,Em negociação
PA-2273,Financeiro,R$ 36000.00,R$ 28800.00,R$ 7200.00,8.3.2019,,,6,Em negociação
PA-2274,Marketing,R$ 9400.00,R$ 9400.00,R$ 0.00,8.3.2019,,,9,Aguardando NF
PA-2275,Marketing,R$ 16000.00,R$ 12800.00,R$ 3200.00,9.3.2019,,,10,Em negociação
PA-2276,Marketing,R$ 7100.00,R$ 5700.00,R$ 1400.00,9.3.2019,,,7,Aguardando NF
PA-2277,RH,R$ 5800.00,R$ 5200.00,R$ 600.00,9.3.2019,,,4,Prospecção
PA-2278,Marketing,R$ 34000.00,R$ 34000.00,R$ 0.00,10.3.2019,,,1,Em negociação
PA-2279,TI,R$ 16400.00,R$ 16400.00,R$ 0.00,10.3.2019,20.4.2019,,9,Em andamento
PA-2280,RH,R$ 8100.00,R$ 8100.00,R$ 0.00,11.3.2019,,,3,Aguardando NF
PA-2281,ti,R$ 31100.00,,R$ 0.00,11.3.2019,,,5,Em negociação
PA-2282,Logística,R$ 32600.00,R$ 32600.00,R$ 0.00,12.3.2019,20.5.2019,30.5.2019,2,Finalizado
PA-2283,Marketing,R$ 23800.00,R$ 23800.00,R$ 0.00,13.3.2019,,,3,Prospecção
PA-2284,TI,R$ 23400.00,R$ 23400.00,R$ 0.00,14.3.2019,4.4.2019,6.5.2019,5,Finalizado
PA-2285,Comercial,R$ 29400.00,R$ 23500.00,R$ 5900.00,14.3.2019,8.5.2019,,6,Em andamento
PA-2286,Comercial,R$ 12800.00,R$ 12800.00,R$ 0.00,14.3.2019,,,2,Prospecção
PA-2287,TI,R$ 27200.00,R$ 27200.00,R$ 0.00,15.3.2019,,,4,Em negociação
PA-2288,TI,R$ 19100.00,R$ 13400.00,R$ 5700.00,16.3.2019,7.5.2019,13.6.2019,9,Finalizado
PA-2289,Marketing,R$ 3700.00,R$ 3700.00,R$ 0.00,17.3.2019,,,4,Prospecção
PA-2290,Marketing,R$ 20700.00,R$ 20700.00,R$ 0.00,17.3.2019,,,8,Prospecção
PA-2291,Produção,R$ 24300.00,R$ 24300.00,R$ 0.00,17.3.2019,,,10,Em negociação
PA-2292,Logística,R$ 28400.00,R$ 19900.00,R$ 8500.00,18.3.2019,4.5.2019,18.8.2019,10,Finalizado
PA-2293,Comercial,R$ 15000.00,R$ 12000.00,R$ 3000.00,18.3.2019,,,7,Em negociação
PA-2294,Comercial,R$ 29400.00,R$ 29400.00,R$ 0.00,18.3.2019,12.4.2019,,6,Em andamento
PA-2295,RH,R$ 25700.00,R$ 25700.00,R$ 0.00,19.3.2019,,,3,Em negociação
PA-2296,Logística,R$ 20300.00,R$ 20300.00,R$ 0.00,20.3.2019,,,8,Prospecção
PA-2297,Logística,R$ 11300.00,R$ 11300.00,R$ 0.00,21.3.2019,,,2,Em negociação
PA-2298,TI,R$ 15400.00,R$ 15400.00,R$ 0.00,21.3.2019,,,7,Prospecção
PA-2299,Marketing,R$ 12700.00,R$ 12700.00,R$ 0.00,22.3.2019,,,9,Em negociação
PA-2300,Financeiro,R$ 6300.00,R$ 6300.00,R$ 0.00,22.3.2019,,,10,Aguardando NF
PA-2301,TI,R$ 13100.00,R$ 9200.00,R$ 3900.00,22.3.2019,,,3,PROSPECÇÃO
PA-2302,Financeiro,R$ 14000.00,R$ 12600.00,R$ 1400.00,22.3.2019,,,3,Aguardando NF
PA-2303,Financeiro,R$ 32100.00,R$ 32100.00,R$ 0.00,22.3.2019,,,3,Em negociação
PA-2304,Financeiro,R$ 22300.00,R$ 22300.00,R$ 0.00,22.3.2019,,,8,Aguardando NF
PA-2305,Logística,R$ 8500.00,R$ 6800.00,R$ 1700.00,23.3.2019,,,6,Em negociação
PA-2306,Comercial,R$ 14900.00,R$ 14900.00,R$ 0.00,24.3.2019,,,8,Aguardando NF
PA-2307,TI,R$ 34400.00,R$ 27500.00,R$ 6900.00,24.3.2019,,,2,Aguardando NF
PA-2308,Financeiro,R$ 19600.00,R$ 13700.00,R$ 5900.00,24.3.2019,,,6,Prospecção
PA-2309,Marketing,R$ 26000.00,R$ 26000.00,R$ 0.00,25.3.2019,,,5,Aguardando NF
PA-2310,Compras,R$ 35000.00,R$ 35000.00,R$ 0.00,25.3.2019,,,3,Em negociação
PA-2311,LOGÍSTICA,R$ 3900.00,R$ 3900.00,R$ 0.00,26.3.2019,4.6.2019,,2,Em andamento
PA-2312,Marketing,R$ 26800.00,R$ 26800.00,R$ 0.00,26.3.2019,,,4,Prospecção
PA-2313,TI,R$ 17700.00,R$ 17700.00,R$ 0.00,27.3.2019,,,8,Prospecção
PA-2314,TI,R$ 12500.00,R$ 12500.00,R$ 0.00,27.3.2019,14.5.2019,10.6.2019,9,Finalizado
PA-2315,Logística,R$ 3800.00,R$ 3000.00,R$ 800.00,28.3.2019,,,5,Aguardando NF
PA-2316,TI,R$ 30700.00,R$ 30700.00,R$ 0.00,29.3.2019,7.5.2019,29.9.2019,4,Finalizado
PA-2317,Produção,R$ 34800.00,R$ 24400.00,R$ 10400.00,29.3.2019,,,4,Prospecção
PA-2318,Financeiro,R$ 21300.00,R$ 21300.00,R$ 0.00,30.3.2019,,,5,Em negociação
PA-2319,TI,R$ 29600.00,R$ 29600.00,R$ 0.00,30.3.2019,,,5,Em negociação
PA-2320,Financeiro,R$ 23000.00,R$ 23000.00,R$ 0.00,31.3.2019,,,6,Em negociação
PA-2321,logística,R$ 21600.00,R$ 21600.00,R$ 0.00,31.3.2019,,,2,Em negociação
PA-2322,Financeiro,R$ 18600.00,R$ 18600.00,R$ 0.00,31.3.2019,,,5,Aguardando NF
PA-2323,Financeiro,R$ 28100.00,R$ 28100.00,R$ 0.00,1.4.2019,,,3,Prospecção
PA-2324,TI,R$ 25700.00,R$ 25700.00,R$ 0.00,2.4.2019,,,5,Prospecção
PA-2325,RH,R$ 26000.00,R$ 23400.00,R$ 2600.00,3.4.2019,26.4.2019,,3,Em andamento
PA-2326,TI,R$ 15100.00,R$ 15100.00,R$ 0.00,3.4.2019,,,2,Prospecção
PA-2327,Comercial,R$ 30100.00,R$ 27100.00,R$ 3000.00,3.4.2019,,,2,Aguardando NF
PA-2328,Logística,R$ 21500.00,R$ 19400.00,R$ 2100.00,3.4.2019,,,8,Aguardando NF
PA-2329,TI,R$ 29200.00,R$ 29200.00,R$ 0.00,4.4.2019,4.6.2019,13.7.2019,6,Finalizado
PA-2330,Marketing,R$ 10700.00,R$ 10700.00,R$ 0.00,4.4.2019,,,9,Em negociação
PA-2331,Comercial,R$ 20200.00,R$ 20200.00,R$ 0.00,5.4.2019,,,2,Em negociação
PA-2332,Comercial,R$ 18400.00,R$ 16600.00,R$ 1800.00,5.4.2019,9.5.2019,,3,Em andamento
PA-2333,Comercial,R$ 28400.00,R$ 28400.00,R$ 0.00,5.4.2019,28.4.2019,3.9.2019,10,Finalizado
PA-2334,Financeiro,R$ 14900.00,R$ 14900.00,R$ 0.00,5.4.2019,,,8,Em negociação
PA-2335,Marketing,R$ 8300.00,R$ 8300.00,R$ 0.00,5.4.2019,,,10,Prospecção
PA-2336,Logística,R$ 5400.00,R$ 4900.00,R$ 500.00,6.4.2019,,,4,Prospecção
PA-2337,Marketing,R$ 25100.00,R$ 25100.00,R$ 0.00,7.4.2019,,,6,Em negociação
PA-2338,Produção,R$ 25200.00,R$ 22700.00,R$ 2500.00,8.4.2019,,,3,Prospecção
PA-2339,Produção,R$ 35900.00,R$ 35900.00,R$ 0.00,9.4.2019,,,1,Em negociação
PA-2340,TI,R$ 17000.00,R$ 17000.00,R$ 0.00,9.4.2019,,,4,Em negociação
PA-2341,COMERCIAL,R$ 35700.00,R$ 35700.00,,9.4.2019,8.5.2019,,5,Em andamento
PA-2342,Logística,R$ 20800.00,R$ 20800.00,R$ 0.00,9.4.2019,,,2,Prospecção
PA-2343,Marketing,R$ 30700.00,R$ 21500.00,R$ 9200.00,10.4.2019,,,8,Em negociação
PA-2344,RH,R$ 13900.00,R$ 13900.00,R$ 0.00,10.4.2019,,,2,Aguardando NF
PA-2345,Comercial,R$ 23400.00,R$ 23400.00,R$ 0.00,11.4.2019,,,7,Prospecção
PA-2346,Compras,R$ 31100.00,R$ 31100.00,R$ 0.00,11.4.2019,,,2,Aguardando NF
PA-2347,Marketing,R$ 11800.00,R$ 11800.00,R$ 0.00,11.4.2019,,,5,Prospecção
PA-2348,Financeiro,R$ 34400.00,R$ 31000.00,R$ 3400.00,11.4.2019,,,4,Aguardando NF
PA-2349,Marketing,R$ 12700.00,R$ 10200.00,R$ 2500.00,11.4.2019,13.6.2019,14.9.2019,6,Finalizado
PA-2350,Comercial,R$ 15100.00,R$ 15100.00,R$ 0.00,12.4.2019,,,6,Em negociação
PA-2351,Logística,R$ 9400.00,R$ 6600.00,R$ 2800.00,13.4.2019,,,4,AGUARDANDO NF
PA-2352,Compras,R$ 12100.00,R$ 8500.00,R$ 3600.00,13.4.2019,11.6.2019,,7,Em andamento
PA-2353,TI,R$ 25400.00,R$ 20300.00,R$ 5100.00,14.4.2019,,,3,Em negociação
PA-2354,TI,R$ 24500.00,R$ 24500.00,R$ 0.00,15.4.2019,20.6.2019,,6,Em andamento
PA-2355,Marketing,R$ 11400.00,R$ 11400.00,R$ 0.00,15.4.2019,25.5.2019,,4,Em andamento
PA-2356,Comercial,R$ 19100.00,R$ 19100.00,R$ 0.00,16.4.2019,,,6,Em negociação
PA-2357,Comercial,R$ 8400.00,R$ 8400.00,R$ 0.00,17.4.2019,,,9,Aguardando NF
PA-2358,Financeiro,R$ 35700.00,R$ 25000.00,R$ 10700.00,18.4.2019,,,5,Em negociação
PA-2359,Comercial,R$ 9600.00,R$ 9600.00,R$ 0.00,18.4.2019,,,2,Prospecção
PA-2360,RH,R$ 14700.00,R$ 14700.00,R$ 0.00,18.4.2019,,,4,Aguardando NF
PA-2361,logística,R$ 9400.00,R$ 9400.00,R$ 0.00,18.4.2019,,,5,Em negociação
PA-2362,Marketing,R$ 23300.00,R$ 23300.00,R$ 0.00,19.4.2019,,,6,Prospecção
PA-2363,Logística,R$ 3600.00,R$ 3600.00,R$ 0.00,20.4.2019,,,3,Prospecção
PA-2364,Financeiro,R$ 21100.00,R$ 21100.00,R$ 0.00,20.4.2019,,,2,Prospecção
PA-2365,TI,R$ 33100.00,R$ 23200.00,R$ 9900.00,21.4.2019,,,1,Em negociação
PA-2366,Logística,R$ 8600.00,R$ 7700.00,R$ 900.00,22.4.2019,,,10,Em negociação
PA-2367,Marketing,R$ 11800.00,R$ 11800.00,R$ 0.00,22.4.2019,,,10,Prospecção
PA-2368,Compras,R$ 11500.00,R$ 11500.00,R$ 0.00,22.4.2019,,,7,Prospecção
PA-2369,Logística,R$ 26300.00,R$ 26300.00,R$ 0.00,23.4.2019,,,3,Prospecção
PA-2370,TI,R$ 4600.00,R$ 4600.00,R$ 0.00,23.4.2019,,,7,Aguardando NF
PA-2371,COMPRAS,R$ 36700.00,R$ 36700.00,R$ 0.00,23.4.2019,,,5,Em negociação
PA-2372,Produção,R$ 5800.00,R$ 4600.00,R$ 1200.00,23.4.2019,,,6,Aguardando NF
PA-2373,TI,R$ 19000.00,R$ 19000.00,R$ 0.00,24.4.2019,,,8,Em negociação
PA-2374,Logística,R$ 36800.00,R$ 36800.00,R$ 0.00,25.4.2019,5.6.2019,,1,Em andamento
PA-2375,TI,R$ 3500.00,R$ 3500.00,R$ 0.00,25.4.2019,,,2,Aguardando NF
PA-2376,TI,R$ 12000.00,,R$ 0.00,25.4.2019,21.6.2019,,5,Em andamento
PA-2377,Comercial,R$ 11800.00,R$ 11800.00,R$ 0.00,26.4.2019,,,7,Prospecção
PA-2378,Logística,R$ 34100.00,R$ 34100.00,R$ 0.00,27.4.2019,,,9,Em negociação
PA-2379,Comercial,R$ 12400.00,R$ 12400.00,R$ 0.00,28.4.2019,3.7.2019,13.11.2019,4,Finalizado
PA-2380,TI,R$ 11100.00,R$ 11100.00,R$ 0.00,29.4.2019,,,6,Em negociação
PA-2381,Logística,R$ 3900.00,R$ 3900.00,R$ 0.00,30.4.2019,,,2,Prospecção
PA-2382,Compras,R$ 20800.00,R$ 20800.00,R$ 0.00,30.4.2019,19.6.2019,,1,Em andamento
PA-2383,Comercial,R$ 16300.00,R$ 13000.00,R$ 3300.00,1.5.2019,9.6.2019,,7,Em andamento
PA-2384,Logística,R$ 18500.00,R$ 13000.00,R$ 5500.00,1.5.2019,,,2,Prospecção
PA-2385,Marketing,R$ 32800.00,R$ 26200.00,R$ 6600.00,1.5.2019,22.5.2019,14.8.2019,3,Finalizado
PA-2386,Compras,R$ 20500.00,R$ 20500.00,R$ 0.00,2.5.2019,,,2,Em negociação
PA-2387,Marketing,R$ 12300.00,R$ 12300.00,R$ 0.00,2.5.2019,,,4,Prospecção
PA-2388,Comercial,R$ 15300.00,R$ 15300.00,R$ 0.00,2.5.2019,,,9,Em negociação
PA-2389,Comercial,R$ 5500.00,R$ 5000.00,R$ 500.00,2.5.2019,,,8,Prospecção
PA-2390,Financeiro,R$ 25300.00,R$ 25300.00,R$ 0.00,2.5.2019,,,7,Aguardando NF
PA-2391,Marketing,R$ 19400.00,R$ 19400.00,R$ 0.00,3.5.2019,,,10,Aguardando NF
PA-2392,TI,R$ 28000.00,R$ 25200.00,R$ 2800.00,3.5.2019,,,1,Em negociação
PA-2393,TI,R$ 12800.00,R$ 12800.00,R$ 0.00,4.5.2019,,,8,Em negociação
PA-2394,Marketing,R$ 7600.00,R$ 5300.00,R$ 2300.00,5.5.2019,,,4,Em negociação
PA-2395,TI,R$ 32900.00,R$ 23000.00,R$ 9900.00,6.5.2019,6.7.2019,,6,Em andamento
PA-2396,TI,R$ 9900.00,R$ 9900.00,R$ 0.00,6.5.2019,,,2,Em negociação
PA-2397,Compras,R$ 28200.00,R$ 28200.00,R$ 0.00,6.5.2019,,,10,Prospecção
PA-2398,TI,R$ 33600.00,R$ 26900.00,R$ 6700.00,6.5.2019,,,10,Prospecção
PA-2399,Marketing,R$ 33800.00,R$ 33800.00,R$ 0.00,7.5.2019,1.6.2019,16.11.2019,5,Finalizado
PA-2400,Marketing,R$ 3800.00,R$ 3000.00,R$ 800.00,8.5.2019,21.6.2019,,3,Em andamento
PA-2401,produção,R$ 33000.00,R$ 33000.00,R$ 0.00,9.5.2019,,,9,EM NEGOCIAÇÃO
PA-2402,Marketing,R$ 29500.00,R$ 29500.00,R$ 0.00,9.5.2019,,,6,Em negociação
PA-2403,Comercial,R$ 36100.00,R$ 25300.00,R$ 10800.00,10.5.2019,,,5,Aguardando NF
PA-2404,Comercial,R$ 11700.00,R$ 11700.00,R$ 0.00,10.5.2019,,,9,Em negociação
PA-2405,Logística,R$ 8500.00,R$ 7700.00,R$ 800.00,10.5.2019,,,8,Prospecção
PA-2406,Financeiro,R$ 19700.00,R$ 17700.00,R$ 2000.00,11.5.2019,,,7,Aguardando NF
PA-2407,Financeiro,R$ 10600.00,R$ 10600.00,R$ 0.00,11.5.2019,18.7.2019,18.10.2019,4,Finalizado
PA-2408,Comercial,R$ 15600.00,R$ 14000.00,R$ 1600.00,12.5.2019,,,9,Prospecção
PA-2409,Financeiro,R$ 9600.00,R$ 9600.00,R$ 0.00,13.5.2019,,,9,Aguardando NF
PA-2410,Financeiro,R$ 14700.00,R$ 11800.00,R$ 2900.00,14.5.2019,7.7.2019,,3,Em andamento
PA-2411,Marketing,R$ 24900.00,R$ 19900.00,R$ 5000.00,14.5.2019,,,4,Prospecção
PA-2412,TI,R$ 18100.00,R$ 14500.00,R$ 3600.00,15.5.2019,,,8,Em negociação
PA-2413,Marketing,R$ 14900.00,R$ 11900.00,R$ 3000.00,15.5.2019,,,8,Prospecção
PA-2414,TI,R$ 30100.00,R$ 30100.00,R$ 0.00,16.5.2019,,,9,Aguardando NF
PA-2415,Logística,R$ 21800.00,R$ 21800.00,R$ 0.00,17.5.2019,,,7,Em negociação
PA-2416,Comercial,R$ 13500.00,R$ 13500.00,R$ 0.00,18.5.2019,,,2,Em negociação
PA-2417,Financeiro,R$ 18100.00,R$ 18100.00,R$ 0.00,19.5.2019,,,3,Aguardando NF
PA-2418,Produção,R$ 26700.00,R$ 26700.00,R$ 0.00,20.5.2019,27.6.2019,,5,Em andamento
PA-2419,Marketing,R$ 21700.00,R$ 21700.00,R$ 0.00,21.5.2019,,,6,Prospecção
PA-2420,Logística,R$ 32500.00,R$ 29300.00,R$ 3200.00,21.5.2019,,,3,Em negociação
PA-2421,Comercial,R$ 21900.00,R$ 21900.00,R$ 0.00,21.5.2019,,,3,Prospecção
PA-2422,Financeiro,R$ 28100.00,R$ 28100.00,R$ 0.00,21.5.2019,,,6,Prospecção
PA-2423,Comercial,R$ 13700.00,R$ 13700.00,R$ 0.00,22.5.2019,,,10,Prospecção
PA-2424,Comercial,R$ 37000.00,R$ 37000.00,R$ 0.00,22.5.2019,,,10,Prospecção
PA-2425,Comercial,R$ 26000.00,R$ 26000.00,R$ 0.00,22.5.2019,,,4,Prospecção
PA-2426,TI,R$ 11400.00,R$ 11400.00,R$ 0.00,23.5.2019,25.6.2019,,2,Em andamento
PA-2427,Logística,R$ 36800.00,R$ 29400.00,R$ 7400.00,24.5.2019,,,7,Em negociação
PA-2428,TI,R$ 30800.00,R$ 21600.00,R$ 9200.00,25.5.2019,22.7.2019,,8,Em andamento
PA-2429,Marketing,R$ 17800.00,R$ 17800.00,R$ 0.00,26.5.2019,,,5,Em negociação
PA-2430,Financeiro,R$ 3500.00,R$ 3200.00,R$ 300.00,26.5.2019,,,2,Prospecção
PA-2431,TI,R$ 20000.00,R$ 20000.00,R$ 0.00,27.5.2019,,,8,Aguardando NF
PA-2432,Financeiro,R$ 4700.00,R$ 4700.00,R$ 0.00,27.5.2019,2.7.2019,,9,Em andamento
PA-2433,Marketing,R$ 34300.00,R$ 34300.00,R$ 0.00,28.5.2019,,,4,Prospecção
PA-2434,Marketing,R$ 25700.00,R$ 20600.00,R$ 5100.00,29.5.2019,,,10,Prospecção
PA-2435,Financeiro,R$ 27200.00,R$ 21800.00,R$ 5400.00,29.5.2019,27.6.2019,20.12.2019,7,Finalizado
PA-2436,Logística,R$ 8500.00,R$ 8500.00,R$ 0.00,30.5.2019,,,9,Em negociação
PA-2437,Marketing,R$ 9000.00,R$ 9000.00,R$ 0.00,30.5.2019,,,9,Aguardando NF
PA-2438,Comercial,R$ 32300.00,R$ 32300.00,R$ 0.00,30.5.2019,23.6.2019,,8,Em andamento
PA-2439,Produção,R$ 24600.00,R$ 24600.00,R$ 0.00,30.5.2019,,,7,Em negociação
PA-2440,Marketing,R$ 34100.00,R$ 23900.00,R$ 10200.00,31.5.2019,,,8,Aguardando NF
PA-2441,compras,R$ 17500.00,R$ 14000.00,R$ 3500.00,31.5.2019,,,1,Em negociação
PA-2442,Produção,R$ 17600.00,R$ 17600.00,R$ 0.00,1.6.2019,4.8.2019,,8,Em andamento
PA-2443,Financeiro,R$ 21500.00,R$ 21500.00,R$ 0.00,2.6.2019,,,2,Em negociação
PA-2444,Compras,R$ 32600.00,R$ 32600.00,R$ 0.00,2.6.2019,6.7.2019,9.10.2019,5,Finalizado
PA-2445,TI,R$ 36800.00,R$ 36800.00,R$ 0.00,3.6.2019,,,10,Em negociação
PA-2446,Logística,R$ 35600.00,R$ 24900.00,R$ 10700.00,3.6.2019,1.8.2019,,6,Em andamento
PA-2447,Financeiro,R$ 12000.00,R$ 8400.00,R$ 3600.00,3.6.2019,,,6,Aguardando NF
PA-2448,Financeiro,R$ 14300.00,R$ 10000.00,R$ 4300.00,3.6.2019,,,7,Aguardando NF
PA-2449,TI,R$ 26700.00,R$ 18700.00,R$ 8000.00,4.6.2019,17.7.2019,9.10.2019,3,Finalizado
PA-2450,Logística,R$ 6700.00,R$ 6000.00,R$ 700.00,4.6.2019,,,3,Em negociação
PA-2451,Financeiro,R$ 32800.00,R$ 32800.00,R$ 0.00,4.6.2019,,,9,PROSPECÇÃO
PA-2452,Produção,R$ 35200.00,R$ 28200.00,R$ 7000.00,4.6.2019,,,6,Em negociação
PA-2453,Marketing,R$ 34100.00,R$ 34100.00,R$ 0.00,4.6.2019,24.6.2019,16.12.2019,4,Finalizado
PA-2454,Comercial,R$ 12200.00,R$ 9800.00,R$ 2400.00,5.6.2019,,,6,Aguardando NF
PA-2455,Logística,R$ 13000.00,R$ 10400.00,R$ 2600.00,6.6.2019,,,10,Em negociação
PA-2456,Comercial,R$ 9700.00,R$ 9700.00,R$ 0.00,6.6.2019,,,10,Aguardando NF
PA-2457,Financeiro,R$ 15100.00,R$ 15100.00,R$ 0.00,6.6.2019,2.7.2019,4.8.2019,10,Finalizado
PA-2458,Logística,R$ 37000.00,R$ 33300.00,R$ 3700.00,6.6.2019,,,3,Aguardando NF
PA-2459,Marketing,R$ 24000.00,R$ 19200.00,R$ 4800.00,6.6.2019,,,2,Em negociação
PA-2460,TI,R$ 10500.00,R$ 10500.00,R$ 0.00,7.6.2019,,,1,Em negociação
PA-2461,MARKETING,R$ 17000.00,R$ 17000.00,R$ 0.00,8.6.2019,,,4,Aguardando NF
PA-2462,Comercial,R$ 26300.00,R$ 23700.00,R$ 2600.00,8.6.2019,5.8.2019,,5,Em andamento
PA-2463,Logística,R$ 14300.00,R$ 14300.00,R$ 0.00,8.6.2019,14.8.2019,,3,Em andamento
PA-2464,Comercial,R$ 35900.00,R$ 35900.00,R$ 0.00,8.6.2019,,,2,Prospecção
PA-2465,Produção,R$ 26000.00,R$ 26000.00,R$ 0.00,8.6.2019,20.7.2019,,2,Em andamento
PA-2466,RH,R$ 25800.00,R$ 25800.00,R$ 0.00,9.6.2019,,,1,Prospecção
PA-2467,Produção,R$ 25800.00,R$ 25800.00,R$ 0.00,9.6.2019,,,5,Em negociação
PA-2468,Comercial,R$ 13800.00,R$ 13800.00,R$ 0.00,10.6.2019,,,4,Em negociação
PA-2469,Marketing,R$ 37900.00,R$ 34100.00,R$ 3800.00,10.6.2019,25.7.2019,,7,Em andamento
PA-2470,Financeiro,R$ 32900.00,R$ 32900.00,R$ 0.00,11.6.2019,,,7,Aguardando NF
PA-2471,Marketing,R$ 12500.00,,,12.6.2019,,,9,Em negociação
